product_id,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_base_price
prd_00892,health_perfumery,29,656,1,14585,62,71,48,65.39
prd_00893,computers_accessories,30,845,2,8970,83,52,71,1449.44
prd_00894,telephony,58,193,5,2354,82,39,54,219.85
prd_00895,electronics,49,653,6,11303,38,33,72,223.32
prd_00896,computers_accessories,48,101,5,13699,35,39,34,1258.04
prd_00897,electronics,33,510,6,680,18,7,44,673.16
prd_00898,electronics,55,695,1,8600,78,66,16,142.77
prd_00899,home_appliances,47,296,7,10383,71,54,41,516.89
prd_00900,sports_leisure,21,808,1,11279,20,54,62,52.57
prd_00901,fashion_shoes,30,234,1,9605,31,62,37,59.52
prd_00902,fashion_clothing,48,492,6,9053,42,27,12,85.39
prd_00903,beauty_cosmetics,26,681,4,441,12,78,17,95.56
prd_00904,telephony,50,485,8,13600,42,62,58,99999.0
prd_00905,computers_accessories,36,977,8,8392,69,30,43,1047.86
prd_00906,electronics,21,955,8,4296,80,32,80,722.83
prd_00907,telephony,26,390,6,13073,27,73,15,843.28
prd_00908,fashion_clothing,60,528,3,3442,30,78,78,41.56
prd_00909,books_stationery,33,573,1,439,76,36,10,16.44
prd_00910,books_stationery,36,299,4,10357,92,45,60,10.33
prd_00911,electronics,24,531,3,11957,27,25,30,240.25
prd_00912,home_appliances,29,322,2,353,49,13,10,897.57
prd_00913,computers_accessories,49,839,4,11648,79,12,78,593.75
prd_00914,home_appliances,55,849,3,14111,14,48,36,672.59
prd_00915,health_perfumery,59,700,5,1016,41,27,67,77.51
prd_00916,toys,33,296,4,2866,90,57,66,107.76
prd_00917,fashion_shoes,53,271,2,3961,82,74,24,126.99
prd_00918,sports_leisure,21,816,3,7620,48,17,16,12.04
prd_00919,electronics,49,244,1,6079,79,39,75,249.5
prd_00920,fashion_clothing,28,599,7,4895,71,7,80,108.5
prd_00921,sports_leisure,35,852,1,2177,21,44,17,165.46
prd_00922,beauty_cosmetics,43,447,5,7891,65,29,52,16.6
prd_00923,fashion_shoes,40,611,2,7839,46,19,47,101.51
prd_00924,electronics,51,563,1,11938,65,11,76,159.56
prd_00925,computers_accessories,52,462,1,10716,90,78,22,842.31
prd_00926,telephony,24,974,8,7391,83,5,73,447.3
prd_00927,electronics,40,574,4,11902,29,72,17,78.98
prd_00928,electronics,54,754,3,10452,53,11,18,156.12
prd_00929,housewares,58,595,5,7979,20,22,23,149.09
prd_00930,computers_accessories,21,243,4,2553,13,52,69,477.42
prd_00931,fashion_shoes,35,956,6,2240,17,15,13,85.0
prd_00932,electronics,41,800,6,8246,74,13,64,217.99
prd_00933,home_appliances,48,378,5,12973,43,33,44,498.52
prd_00934,sports_leisure,35,657,5,12079,55,58,70,243.92
prd_00935,telephony,42,334,3,7858,40,36,32,807.29
prd_00936,electronics,39,226,5,11174,44,75,76,390.41
prd_00937,fashion_shoes,36,804,3,6531,88,22,58,190.8
prd_00938,fashion_clothing,34,615,3,13630,26,75,42,114.36
prd_00939,electronics,36,297,5,14720,29,73,27,772.05
prd_00940,telephony,53,717,5,7080,51,28,26,549.03
prd_00941,housewares,50,896,3,3004,41,77,60,31.18
prd_00942,telephony,22,414,6,6634,11,9,46,319.14
prd_00943,books_stationery,49,110,2,9865,84,58,49,40.34
prd_00944,health_perfumery,59,109,2,634,40,61,45,64.99
prd_00945,sports_leisure,25,992,7,662,95,59,27,246.15
prd_00946,toys,34,893,1,6054,19,53,38,24.84
prd_00947,fashion_shoes,47,361,3,2445,26,49,40,79.28
prd_00948,toys,40,533,7,3326,65,35,75,121.46
prd_00949,home_appliances,35,107,1,4516,74,31,62,715.23
prd_00950,electronics,21,422,7,14203,75,55,75,492.81
prd_00951,office_furniture,48,897,3,6943,28,15,21,244.32
prd_00952,sports_leisure,39,339,6,1684,50,65,64,103.64
prd_00953,fashion_clothing,60,170,7,6543,42,8,19,106.87
prd_00954,computers_accessories,43,834,2,2622,94,30,42,164.44
prd_00955,sports_leisure,42,100,1,13675,40,19,20,262.33
prd_00956,electronics,23,895,8,9052,11,52,24,713.76
prd_00957,electronics,39,296,8,7872,77,45,43,235.74
prd_00958,sports_leisure,20,337,1,7064,22,18,19,247.62
prd_00959,electronics,40,898,3,1699,87,67,72,165.15
prd_00960,sports_leisure,53,934,3,926,41,10,24,81.93
prd_00961,fashion_clothing,37,214,6,6277,43,41,63,113.63
prd_00962,fashion_shoes,38,832,4,9298,38,28,13,113.64
prd_00963,electronics,29,248,6,11493,72,12,48,669.13
prd_00964,fashion_shoes,27,266,2,1229,57,10,31,180.61
prd_00965,sports_leisure,57,493,8,2241,10,15,63,130.33
prd_00966,beauty_cosmetics,48,469,7,3722,98,38,42,95.37
prd_00967,electronics,34,491,2,11680,20,68,33,298.65
prd_00968,telephony,21,801,4,-3841,77,78,28,394.5
prd_00969,home_appliances,27,374,1,11229,34,56,77,269.78
prd_00970,telephony,52,625,4,1279,88,59,36,924.3
prd_00971,electronics,43,695,8,14062,79,46,68,191.16
prd_00972,fashion_clothing,48,782,1,3735,46,76,62,61.42
prd_00973,computers_accessories,39,591,6,6389,72,37,46,280.51
prd_00974,toys,32,596,2,14018,18,31,11,81.5
prd_00975,home_appliances,41,624,1,5041,38,18,24,830.95
prd_00976,housewares,32,408,6,1946,18,59,19,51.14
prd_00977,fashion_clothing,34,549,7,3644,19,63,22,84.66
prd_00978,electronics,42,495,5,1745,32,40,12,771.34
prd_00979,sports_leisure,60,617,5,10952,35,31,41,249.18
prd_00980,books_stationery,54,927,4,10962,53,30,69,40.38
prd_00981,electronics,60,463,2,10750,26,13,48,598.16
prd_00982,toys,28,158,5,6522,91,32,56,67.0
prd_00983,sports_leisure,47,416,3,2365,38,29,14,131.58
prd_00984,electronics,32,580,6,6192,48,69,48,422.26
prd_00985,home_appliances,53,538,3,2422,97,70,77,515.15
prd_00986,sports_leisure,59,410,2,12658,56,64,57,96.34
prd_00987,housewares,57,144,1,5969,64,20,34,102.76
prd_00988,electronics,30,669,2,7630,46,69,10,755.52
prd_00989,home_appliances,42,215,1,13014,81,33,56,826.94
prd_00990,housewares,31,891,3,2438,72,49,26,38.69
prd_00991,health_perfumery,33,960,2,632,91,39,63,91.94
prd_00992,telephony,24,772,2,13771,38,56,73,370.16
prd_00993,electronics,23,510,1,1052,33,18,69,684.03
prd_00994,automotive,38,264,6,8705,81,70,70,251.67
prd_00995,sports_leisure,50,619,2,8312,55,38,80,96.96
prd_00996,fashion_clothing,28,467,3,14684,17,54,23,66.26
prd_00997,telephony,38,339,5,9210,46,45,16,151.73
prd_00998,toys,50,929,4,3045,82,20,64,24.93
prd_00999,electronics,20,723,6,4936,30,72,53,280.48
prd_01000,home_appliances,47,567,2,7029,88,8,46,477.95
prd_01001,computers_accessories,47,135,6,11488,60,16,11,461.43
prd_01002,electronics,26,286,5,1087,61,72,57,145.56
prd_01003,fashion_shoes,42,943,2,14133,36,62,13,78.68
prd_01004,fashion_shoes,52,281,2,2944,41,58,10,48.49
prd_01005,books_stationery,20,670,8,10169,13,14,26,13.88
prd_01006,fashion_clothing,54,218,3,8638,78,54,35,57.11
prd_01007,electronics,56,345,7,2413,15,13,62,713.97
prd_01008,fashion_shoes,34,813,8,636,38,47,58,31.56
prd_01009,housewares,55,822,8,5888,28,80,59,147.73
prd_01010,beauty_cosmetics,27,831,5,826,25,62,34,77.73
prd_01011,garden_tools,27,591,5,11904,29,12,68,117.74
prd_01012,toys,32,729,7,11808,66,72,76,69.12
prd_01013,telephony,58,326,4,11702,47,68,13,292.36
prd_01014,home_appliances,38,784,4,1340,83,5,14,692.38
prd_01015,fashion_shoes,20,743,7,5544,53,39,12,161.54
prd_01016,fashion_shoes,57,502,7,12859,100,78,63,34.16
prd_01017,toys,47,600,4,12361,54,28,55,51.22
prd_01018,telephony,41,775,8,10020,68,58,47,141.04
prd_01019,sports_leisure,22,981,2,11164,57,22,29,63.29
prd_01020,health_perfumery,20,548,3,12752,32,66,30,39.4
prd_01021,electronics,40,444,1,6069,68,43,29,494.59
prd_01022,books_stationery,33,333,4,8723,36,5,32,48.33
prd_01023,fashion_clothing,60,343,5,8757,27,71,50,55.57
prd_01024,beauty_cosmetics,43,217,3,4676,93,41,51,74.78
prd_01025,health_perfumery,59,211,7,8632,91,55,22,85.59
prd_01026,health_perfumery,36,181,1,1271,39,60,61,100.71
prd_01027,computers_accessories,43,363,5,132,15,36,25,1026.2
prd_01028,electronics,39,870,8,9236,18,74,79,287.66
prd_01029,health_perfumery,59,875,5,5799,23,61,60,113.51
prd_01030,housewares,41,593,3,9047,70,9,73,79.35
prd_01031,fashion_shoes,57,116,8,217,79,39,48,39.33
prd_01032,fashion_clothing,56,284,7,9038,91,48,16,113.49
prd_01033,toys,38,522,4,6629,97,32,35,114.68
prd_01034,toys,32,462,7,6121,49,51,28,44.97
prd_01035,fashion_clothing,53,384,5,12728,94,79,68,67.41
prd_01036,telephony,46,649,8,7848,34,71,28,425.15
prd_01037,fashion_shoes,56,231,6,2488,51,38,29,121.57
prd_01038,fashion_shoes,58,378,7,3710,46,16,11,182.65
prd_01039,fashion_clothing,39,212,8,5061,67,33,16,107.02
prd_01040,telephony,44,669,2,8194,38,49,62,517.38
prd_01041,fashion_shoes,53,593,6,9673,87,77,72,30.61
prd_01042,fashion_clothing,26,508,5,11885,81,5,48,103.7
prd_01043,toys,39,878,5,10494,23,41,78,17.91
prd_01044,telephony,57,800,7,9625,41,18,78,925.82
prd_01045,health_perfumery,37,531,6,12020,28,17,24,41.05
prd_01046,fashion_shoes,49,219,8,6303,99,62,49,157.94
prd_01047,home_appliances,24,672,1,7611,13,48,15,796.24
prd_01048,computers_accessories,46,543,8,5642,84,62,36,1462.93
prd_01049,sports_leisure,27,136,3,12277,55,54,70,110.0
prd_01050,fashion_shoes,30,980,5,4361,74,12,47,199.6
prd_01051,electronics,37,477,8,10654,93,41,38,338.8
prd_01052,beauty_cosmetics,52,778,2,7310,45,56,38,77.59
prd_01053,housewares,40,934,6,3612,92,8,29,112.04
prd_01054,telephony,33,781,3,10352,58,47,14,492.19
prd_01055,sports_leisure,33,679,8,1905,78,27,12,292.38
prd_01056,telephony,36,292,6,4430,12,9,50,367.79
prd_01057,books_stationery,43,139,4,11431,88,23,61,16.39
prd_01058,computers_accessories,35,974,1,8135,55,20,65,500.18
prd_01059,home_appliances,50,618,5,12677,79,31,79,979.5
prd_01060,computers_accessories,29,210,1,5550,87,39,27,289.44
prd_01061,automotive,53,549,1,12384,78,23,38,325.31
prd_01062,computers_accessories,32,927,1,9379,65,24,21,235.09
prd_01063,health_perfumery,22,472,5,3646,20,43,33,55.18
prd_01064,electronics,37,644,8,13304,88,23,76,327.44
prd_01065,home_appliances,28,739,1,13781,62,74,28,889.88
prd_01066,telephony,58,654,1,9492,52,30,64,921.49
prd_01067,office_furniture,29,865,2,12419,43,51,60,86.18
prd_01068,garden_tools,25,834,6,5141,63,19,31,201.5
prd_01069,telephony,39,114,5,10282,77,42,47,93.15
prd_01070,toys,59,207,4,1718,56,53,15,25.08
prd_01071,beauty_cosmetics,22,296,5,5341,52,16,20,57.48
prd_01072,home_appliances,29,176,3,6153,24,79,22,572.42
prd_01073,electronics,52,103,4,8413,72,79,60,331.61
prd_01074,books_stationery,53,716,3,5846,31,54,76,16.31
prd_01075,toys,34,553,8,6105,87,43,33,124.93
prd_01076,computers_accessories,43,486,6,7240,44,16,39,1294.43
prd_01077,computers_accessories,34,211,6,5229,94,22,68,491.91
prd_01078,toys,38,430,3,6845,99,16,17,89.24
prd_01079,telephony,49,629,2,13764,57,55,71,453.53
prd_01080,home_appliances,34,524,7,4829,44,66,34,349.05
prd_01081,computers_accessories,37,893,5,12919,26,6,48,976.42
prd_01082,electronics,44,756,2,10203,92,22,27,532.04
prd_01083,garden_tools,48,503,3,12993,21,13,38,168.23
prd_01084,telephony,40,385,2,497,34,38,14,943.44
prd_01085,electronics,44,342,3,3100,76,29,27,542.81
prd_01086,housewares,40,459,2,13661,56,74,50,114.81
prd_01087,home_appliances,41,188,8,8137,71,29,53,821.64
prd_01088,fashion_shoes,48,865,8,13540,27,79,43,71.72
prd_01089,computers_accessories,55,407,6,5774,95,29,29,917.34
prd_01090,automotive,55,787,1,12430,86,34,58,78.06
prd_01091,housewares,59,721,4,9561,14,74,59,61.18
prd_01092,health_perfumery,40,492,2,3223,64,75,51,117.89
prd_01093,telephony,38,157,7,13263,51,34,40,235.88
prd_01094,health_perfumery,58,838,4,4136,96,75,37,37.89
prd_01095,fashion_clothing,60,119,4,11069,53,50,11,85.62
prd_01096,beauty_cosmetics,34,828,5,603,91,23,72,27.29
prd_01097,home_appliances,28,805,7,5398,100,61,19,599.03
prd_01098,toys,35,756,4,13335,25,52,13,44.78
prd_01099,telephony,27,730,6,3650,87,50,65,179.24
prd_01100,home_appliances,29,534,3,8241,35,38,50,819.5
prd_01101,computers_accessories,32,191,8,10998,23,10,62,990.82
prd_01102,health_perfumery,50,544,3,14762,57,43,75,44.08
prd_01103,fashion_clothing,53,797,8,5167,97,63,65,43.26
prd_01104,beauty_cosmetics,46,707,7,5884,58,68,27,49.86
prd_01105,housewares,51,943,5,1090,44,31,41,92.13
prd_01106,automotive,26,416,1,7460,36,65,80,304.61
prd_01107,computers_accessories,24,824,8,12332,81,12,35,1456.92
prd_01108,fashion_shoes,57,181,4,4757,64,37,61,73.11
prd_01109,fashion_shoes,27,911,5,12037,60,43,64,114.98
prd_01110,garden_tools,20,994,5,757,45,55,63,163.74
prd_01111,fashion_clothing,58,904,7,8384,25,51,46,26.63
prd_01112,electronics,50,811,7,12974,97,57,66,212.34
prd_01113,housewares,32,276,3,8912,83,50,54,65.17
prd_01114,housewares,35,896,7,8218,18,35,48,21.42
prd_01115,computers_accessories,26,492,4,13881,60,39,34,99999.0
prd_01116,health_perfumery,54,307,6,13388,71,44,50,67.03
prd_01117,sports_leisure,31,407,1,1596,22,46,54,278.58
prd_01118,fashion_shoes,51,525,7,13457,35,16,18,130.77
prd_01119,fashion_clothing,29,667,2,5265,13,45,33,43.87
prd_01120,beauty_cosmetics,32,998,1,4677,45,34,19,49.44
prd_01121,automotive,33,643,5,3694,49,39,76,145.91
prd_01122,electronics,29,902,8,4288,70,21,48,668.21
prd_01123,electronics,58,387,7,7696,20,31,54,114.39
prd_01124,books_stationery,59,495,5,7128,21,37,10,46.35
prd_01125,housewares,32,819,5,10428,15,51,42,60.61
prd_01126,home_appliances,43,650,7,1076,93,30,52,805.95
prd_01127,electronics,46,290,7,6243,32,80,30,792.49
prd_01128,toys,41,728,7,6250,43,66,75,26.13
prd_01129,toys,46,537,3,9328,16,53,68,42.22
prd_01130,fashion_shoes,50,258,4,2958,60,9,58,56.73
prd_01131,computers_accessories,35,412,5,5380,52,17,29,208.31
prd_01132,garden_tools,22,669,3,13414,65,36,15,45.83
prd_01133,housewares,32,110,8,14238,52,76,22,33.78
prd_01134,fashion_clothing,25,201,7,169,98,63,35,81.82
prd_01135,computers_accessories,54,986,3,14825,69,18,56,1127.56
prd_01136,sports_leisure,23,130,3,630,97,78,13,135.14
prd_01137,telephony,20,275,1,9040,53,64,78,266.26
prd_01138,beauty_cosmetics,39,493,4,13772,80,18,33,26.09
prd_01139,home_appliances,51,789,4,8463,78,46,78,885.35
prd_01140,fashion_shoes,23,786,2,2692,39,68,76,118.75
prd_01141,toys,25,214,6,2146,62,22,20,29.82
prd_01142,home_appliances,41,623,2,4967,36,10,52,546.42
prd_01143,health_perfumery,45,434,2,13790,45,58,37,110.42
prd_01144,beauty_cosmetics,26,924,5,1217,60,54,70,90.36
prd_01145,books_stationery,39,158,7,13622,10,36,64,50.6
prd_01146,health_perfumery,46,970,2,14791,11,26,61,44.73
prd_01147,electronics,56,858,7,12165,43,78,42,100.83
prd_01148,housewares,37,986,3,6839,69,12,15,58.43
prd_01149,computers_accessories,26,934,5,3514,58,72,39,1092.13
prd_01150,computers_accessories,41,999,6,-8122,80,30,11,321.83
prd_01151,housewares,32,634,4,9252,26,16,41,144.55
prd_01152,electronics,33,298,3,9836,63,47,72,200.55
prd_01153,computers_accessories,36,607,5,5929,63,30,43,205.91
prd_01154,housewares,36,133,3,7351,88,54,21,107.31
prd_01155,sports_leisure,29,737,4,5363,66,72,76,165.76
prd_01156,toys,51,457,2,4844,77,75,41,54.61
prd_01157,beauty_cosmetics,49,744,8,5254,66,59,70,85.38
prd_01158,telephony,59,961,6,8251,29,73,78,184.97
prd_01159,housewares,51,403,8,10960,95,10,43,121.01
prd_01160,electronics,37,971,5,5174,97,74,34,552.51
prd_01161,health_perfumery,40,595,1,1619,85,49,36,32.0
prd_01162,telephony,20,559,6,6816,77,23,30,652.36
prd_01163,automotive,43,811,4,4778,43,21,18,214.27
prd_01164,sports_leisure,30,414,7,5547,38,37,54,247.65
prd_01165,computers_accessories,32,583,8,5425,59,14,13,1484.01
prd_01166,fashion_clothing,26,740,6,10652,46,57,61,78.07
prd_01167,beauty_cosmetics,42,546,3,14817,29,37,47,14.13
prd_01168,housewares,56,424,2,8637,10,53,42,76.84
prd_01169,toys,23,499,4,5940,49,39,71,35.3
prd_01170,toys,60,215,3,10526,34,78,76,56.29
prd_01171,beauty_cosmetics,43,630,3,10072,10,80,13,70.33
prd_01172,home_appliances,33,510,6,13452,36,14,45,984.63
prd_01173,toys,58,281,6,6033,11,41,59,22.23
prd_01174,electronics,53,852,1,7173,63,48,54,584.66
prd_01175,books_stationery,21,795,4,5728,42,63,64,19.14
prd_01176,housewares,47,750,6,607,42,47,60,130.52
prd_01177,computers_accessories,57,267,6,11874,84,15,29,223.35
prd_01178,beauty_cosmetics,25,353,2,786,81,18,26,68.55
prd_01179,health_perfumery,55,646,1,10033,58,46,23,114.17
prd_01180,beauty_cosmetics,37,190,7,2347,21,6,25,43.36
prd_01181,fashion_shoes,42,859,1,8294,99,45,57,-130.97
prd_01182,fashion_shoes,51,739,2,521,57,67,37,133.64
prd_01183,computers_accessories,58,791,7,14057,91,6,39,206.61
prd_01184,telephony,37,176,7,2012,13,40,39,458.15
prd_01185,garden_tools,47,332,4,5526,95,50,37,117.76
prd_01186,toys,40,540,7,3745,72,17,80,131.56
prd_01187,computers_accessories,58,240,4,8170,14,51,18,1114.62
prd_01188,telephony,54,454,1,10755,36,27,36,516.06
prd_01189,home_appliances,29,630,1,11267,86,57,46,909.6
prd_01190,housewares,31,422,4,3402,24,54,66,61.98
prd_01191,telephony,53,342,6,1435,60,70,16,296.86
prd_01192,books_stationery,25,145,8,7992,86,11,37,45.02
prd_01193,computers_accessories,52,323,5,5872,27,6,37,1370.43
prd_01194,electronics,20,982,3,5508,73,76,27,207.1
prd_01195,fashion_shoes,34,335,8,10347,82,60,79,155.27
prd_01196,toys,35,466,2,11995,69,67,28,75.16
prd_01197,sports_leisure,47,365,7,13909,68,42,61,107.32
prd_01198,electronics,23,856,4,7935,12,54,35,671.16
prd_01199,fashion_clothing,28,188,8,7131,21,20,13,45.6
prd_01200,office_furniture,59,403,1,8628,47,68,56,387.22
prd_01201,fashion_clothing,40,853,3,3594,10,33,41,34.08
prd_01202,office_furniture,40,106,4,12816,94,43,50,107.0
prd_01203,computers_accessories,38,634,6,10852,76,25,48,807.64
prd_01204,fashion_clothing,41,846,8,1238,47,20,79,16.52
prd_01205,electronics,33,226,4,10509,85,15,25,380.1
prd_01206,electronics,28,248,4,12322,26,64,67,589.16
prd_01207,toys,32,900,3,2024,41,46,66,47.63
prd_01208,garden_tools,51,469,4,6970,85,55,50,81.52
prd_01209,electronics,38,513,8,10971,16,40,25,426.31
prd_01210,office_furniture,22,986,4,9440,16,20,58,123.4
prd_01211,office_furniture,54,580,6,9042,53,27,72,230.19
prd_01212,automotive,60,367,7,9915,24,44,75,125.99
prd_01213,fashion_shoes,22,980,3,10341,91,58,17,56.97
prd_01214,electronics,56,552,3,6461,54,30,39,516.05
prd_01215,fashion_clothing,53,404,3,12950,93,58,33,52.95
prd_01216,fashion_shoes,42,496,7,5167,70,62,54,107.86
prd_01217,sports_leisure,48,107,5,1784,48,57,20,164.47
prd_01218,housewares,25,825,6,3607,95,51,22,55.14
prd_01219,housewares,40,263,1,12291,63,21,71,94.35
prd_01220,telephony,29,198,5,5958,79,40,56,986.62
prd_01221,home_appliances,29,931,7,10661,27,58,35,472.15
prd_01222,health_perfumery,40,936,5,7940,11,16,39,80.37
prd_01223,health_perfumery,32,214,2,11762,65,22,69,98.86
prd_01224,telephony,24,664,6,473,38,38,14,588.56
prd_01225,health_perfumery,39,447,6,9495,71,79,56,94.57
prd_01226,sports_leisure,54,641,4,13434,90,64,54,24.91
prd_01227,health_perfumery,26,140,8,3569,11,76,50,98.14
prd_01228,books_stationery,41,978,5,4265,34,20,45,34.84
prd_01229,home_appliances,49,175,3,14421,57,9,21,442.56
prd_01230,fashion_clothing,58,578,2,10132,41,73,52,94.75
prd_01231,sports_leisure,45,571,1,12052,67,59,34,22.82
prd_01232,telephony,48,294,8,14263,64,31,43,490.26
prd_01233,sports_leisure,47,868,1,9703,55,6,62,91.21
prd_01234,garden_tools,26,951,1,6269,88,71,80,238.57
prd_01235,housewares,48,802,5,1883,55,49,37,52.88
prd_01236,electronics,38,218,4,7403,60,51,37,696.72
prd_01237,sports_leisure,29,146,8,3639,43,79,24,207.16
prd_01238,fashion_clothing,40,775,5,13753,20,71,32,84.91
prd_01239,electronics,38,285,5,6604,76,13,23,117.8
prd_01240,computers_accessories,43,644,7,11232,46,44,76,851.4
prd_01241,housewares,30,175,3,1081,38,62,32,38.47
prd_01242,electronics,39,250,8,12537,35,67,18,167.51
prd_01243,beauty_cosmetics,44,314,1,12770,76,71,18,92.34
prd_01244,home_appliances,43,866,6,7665,95,33,52,248.2
prd_01245,telephony,47,772,2,10914,19,10,22,155.5
prd_01246,fashion_clothing,50,979,4,8290,59,37,41,69.01
prd_01247,housewares,47,673,5,4815,89,41,50,81.78
prd_01248,fashion_shoes,35,713,3,10626,89,47,44,134.7
prd_01249,electronics,29,417,6,7067,13,37,34,759.23
prd_01250,sports_leisure,36,916,1,2882,96,55,74,164.66
prd_01251,fashion_clothing,23,223,2,5917,100,16,52,84.48
prd_01252,beauty_cosmetics,31,466,2,14702,70,23,78,28.06
prd_01253,computers_accessories,42,608,5,2974,77,30,40,220.64
prd_01254,computers_accessories,26,996,7,8853,69,18,54,1390.69
prd_01255,toys,34,679,8,8182,19,43,80,123.78
prd_01256,electronics,32,997,7,8941,11,45,61,182.62
prd_01257,computers_accessories,34,702,2,13680,50,77,26,554.7
prd_01258,telephony,38,420,8,14323,16,42,77,388.62
prd_01259,housewares,44,191,1,5427,29,23,54,93.73
prd_01260,home_appliances,52,680,5,7389,27,44,65,536.59
prd_01261,toys,45,695,1,8136,46,61,33,56.18
prd_01262,automotive,22,208,4,14350,95,21,33,222.76
prd_01263,fashion_shoes,60,431,7,9887,71,62,79,57.52
prd_01264,electronics,22,392,3,7096,52,62,29,658.37
prd_01265,electronics,32,812,2,8268,89,79,12,526.05
prd_01266,health_perfumery,25,348,6,9609,23,78,47,63.42
prd_01267,fashion_clothing,47,288,2,6713,68,49,36,86.87
prd_01268,electronics,25,598,1,7661,13,50,63,587.42
prd_01269,sports_leisure,51,900,7,14608,72,29,49,179.83
prd_01270,beauty_cosmetics,58,741,4,9801,50,79,48,32.25
prd_01271,health_perfumery,26,759,7,10102,45,12,52,91.17
prd_01272,books_stationery,46,265,8,3571,48,68,60,24.11
prd_01273,electronics,44,189,7,10921,60,24,63,138.74
prd_01274,housewares,21,961,6,6785,46,30,14,111.98
prd_01275,telephony,42,355,8,3667,35,53,66,203.34
prd_01276,home_appliances,60,701,1,14526,39,57,32,215.89
prd_01277,books_stationery,30,175,7,3418,10,49,33,33.28
prd_01278,beauty_cosmetics,48,572,6,13393,84,37,27,59.38
prd_01279,fashion_clothing,20,360,5,4592,63,56,43,99.43
prd_01280,computers_accessories,43,565,5,8112,89,26,42,397.31
prd_01281,home_appliances,38,367,2,213,27,56,23,641.13
prd_01282,fashion_clothing,42,363,3,10124,14,34,65,88.53
prd_01283,books_stationery,37,928,7,8188,100,9,15,33.38
prd_01284,sports_leisure,57,606,8,14925,44,35,33,296.78
prd_01285,automotive,31,575,3,11944,83,29,25,270.35
prd_01286,sports_leisure,40,534,8,4157,38,55,23,178.97
prd_01287,health_perfumery,55,547,2,9962,68,76,73,84.31
prd_01288,beauty_cosmetics,28,421,7,14571,12,18,78,79.3
prd_01289,electronics,24,256,2,10071,55,46,55,446.61
prd_01290,sports_leisure,49,346,8,14179,85,12,62,125.03
prd_01291,electronics,59,605,8,6130,46,52,60,382.45
prd_01292,sports_leisure,28,145,8,4042,80,25,17,18.02
prd_01293,electronics,42,671,5,2435,54,35,45,464.93
prd_01294,health_perfumery,47,107,3,10224,71,73,35,65.98
prd_01295,beauty_cosmetics,30,100,2,6251,11,7,61,85.87
prd_01296,electronics,58,960,2,6541,59,31,68,701.92
prd_01297,toys,39,201,7,11543,57,6,53,65.68
prd_01298,books_stationery,34,299,8,8328,48,16,12,28.69
prd_01299,garden_tools,23,390,8,702,21,39,17,214.96
prd_01300,automotive,21,264,8,4476,81,27,31,270.82
prd_01301,fashion_clothing,27,680,8,8189,77,9,25,36.71
prd_01302,garden_tools,50,845,3,14782,51,69,76,152.47
prd_01303,electronics,48,934,1,10553,93,66,34,72.3
prd_01304,garden_tools,54,139,4,5309,84,58,25,156.9
prd_01305,fashion_shoes,49,336,7,7005,53,33,75,149.45
prd_01306,telephony,23,517,8,8938,89,15,67,355.03
prd_01307,books_stationery,49,732,4,14631,77,32,48,25.34
prd_01308,housewares,20,159,3,5256,96,57,48,98.52
prd_01309,home_appliances,25,844,3,7378,68,79,16,778.0
prd_01310,home_appliances,40,408,7,7770,58,16,59,823.28
prd_01311,telephony,41,578,7,3413,76,37,33,409.81
prd_01312,fashion_clothing,34,270,8,357,69,73,24,92.24
prd_01313,health_perfumery,26,939,5,6089,67,58,33,67.21
prd_01314,fashion_shoes,59,863,7,741,45,47,15,103.76
prd_01315,sports_leisure,45,453,2,7027,37,59,76,220.23
prd_01316,housewares,50,332,1,3629,74,19,74,134.05
prd_01317,electronics,37,308,8,705,40,67,43,436.57
prd_01318,fashion_clothing,31,271,7,10043,76,60,67,31.11
prd_01319,fashion_clothing,55,834,7,8624,78,45,62,86.35
prd_01320,fashion_clothing,39,150,5,1550,32,13,34,46.33
prd_01321,fashion_clothing,39,828,1,4384,55,68,20,46.2
prd_01322,toys,54,389,4,14586,94,35,65,85.68
prd_01323,automotive,24,512,5,2755,81,76,25,190.95
prd_01324,home_appliances,25,364,8,13883,13,27,43,404.78
prd_01325,fashion_shoes,29,528,3,1418,84,10,79,151.68
prd_01326,beauty_cosmetics,47,255,6,5831,43,21,10,58.2
prd_01327,sports_leisure,23,742,5,4498,78,19,16,46.31
prd_01328,telephony,33,207,7,2741,80,68,53,959.91
prd_01329,housewares,39,669,2,13454,69,14,55,149.22
prd_01330,housewares,55,101,2,3605,50,57,30,149.73
prd_01331,sports_leisure,33,875,3,2587,52,19,56,230.66
prd_01332,telephony,28,475,7,12882,90,42,66,232.19
prd_01333,home_appliances,20,191,1,2298,64,75,72,850.3
prd_01334,housewares,60,813,1,8433,30,10,41,13.1
prd_01335,telephony,43,503,6,10963,28,15,35,279.94
prd_01336,computers_accessories,33,731,8,7727,53,73,26,1343.37
prd_01337,office_furniture,45,995,7,8543,76,36,53,435.94
prd_01338,electronics,30,449,2,13033,20,63,78,261.56
prd_01339,computers_accessories,42,818,1,11244,51,16,39,1340.56
prd_01340,telephony,53,318,1,11752,71,41,14,833.8
prd_01341,housewares,30,997,5,1495,97,15,35,22.33
prd_01342,toys,58,283,2,10616,23,42,44,134.76
