customer_unique_id,recency,frequency,monetary,r_score,f_score,m_score,segment
usr_006330,395,3,2367.76,1,4,5,At Risk
usr_009771,494,1,185.79,1,1,2,Hibernating
usr_023681,439,2,236.71,1,3,2,At Risk
usr_002523,121,3,226.48,3,4,2,Promising/Active
usr_009606,178,2,857.59,3,3,4,Loyal Customers
usr_026673,493,1,185.6,1,1,2,Hibernating
usr_020551,385,2,564.5,2,3,3,At Risk
usr_004457,45,4,2691.5,4,5,5,Champions
usr_024129,493,1,958.32,1,1,4,Hibernating
usr_023752,42,4,777.04,4,5,3,Loyal Customers
usr_033094,13,3,973.95,5,4,4,Champions
usr_007401,19,4,2898.76,5,5,5,Champions
usr_012399,94,3,999.35,4,4,4,Champions
usr_033717,21,2,174.6,5,3,2,Promising/Active
usr_007216,356,2,861.83,2,3,4,At Risk
usr_006529,45,4,2476.79,4,5,5,Champions
usr_039289,493,1,277.8,1,1,2,Hibernating
usr_038132,89,2,847.91,4,3,4,Loyal Customers
usr_022133,41,4,2418.91,4,5,5,Champions
usr_001351,41,6,1501.77,4,5,5,Champions
usr_004761,17,4,556.99,5,5,3,Loyal Customers
usr_021099,81,2,566.7,4,3,3,Loyal Customers
usr_014808,57,3,1437.13,4,4,4,Champions
usr_022448,267,2,506.23,2,3,3,At Risk
usr_013564,493,1,528.48,1,1,3,Hibernating
usr_015383,493,1,98.54,1,1,1,Hibernating
usr_025749,493,1,1091.08,1,1,4,Hibernating
usr_028024,493,1,740.74,1,1,3,Hibernating
usr_011366,95,2,193.58,4,3,2,Promising/Active
usr_018818,387,2,1254.49,1,3,4,At Risk
usr_013579,94,4,2624.96,4,5,5,Champions
usr_016572,231,3,2171.66,2,4,5,At Risk
usr_014816,81,2,288.36,4,3,2,Promising/Active
usr_001660,30,5,1929.47,4,5,5,Champions
usr_030141,493,1,203.28,1,1,2,Hibernating
usr_025809,493,1,114.68,1,1,1,Hibernating
usr_005596,134,2,245.93,3,3,2,Promising/Active
usr_000880,24,12,5161.91,5,5,5,Champions
usr_019115,493,1,1091.08,1,1,4,Hibernating
usr_015509,5,3,167.6,5,4,2,Promising/Active
usr_008590,27,5,2553.91,5,5,5,Champions
usr_003133,8,5,1924.92,5,5,5,Champions
usr_029578,493,1,589.02,1,1,3,Hibernating
usr_015249,20,2,771.14,5,3,3,Loyal Customers
usr_034351,493,1,44.08,1,1,1,Hibernating
usr_037750,462,2,59.73,1,3,1,At Risk
usr_024043,25,2,92.9,5,3,1,Promising/Active
usr_006978,158,4,4047.65,3,5,5,Loyal Customers
usr_022886,493,1,121.33,1,1,1,Hibernating
usr_038016,402,2,845.93,1,3,4,At Risk
usr_028340,492,1,1514.33,1,1,5,Hibernating
usr_004966,33,2,1435.81,4,3,4,Loyal Customers
usr_022825,492,1,1036.53,1,1,4,Hibernating
usr_012476,488,2,284.44,1,3,2,At Risk
usr_018796,20,2,66.28,5,3,1,Promising/Active
usr_010031,492,1,239.29,1,1,2,Hibernating
usr_020858,492,1,1091.08,1,1,4,Hibernating
usr_018141,130,3,1090.52,3,4,4,Loyal Customers
usr_011165,25,4,349.02,5,5,2,Promising/Active
usr_010327,492,1,85.24,1,1,1,Hibernating
usr_037342,492,1,168.38,1,1,2,Hibernating
usr_009824,48,3,1103.23,4,4,4,Champions
usr_014313,252,2,536.92,2,3,3,At Risk
usr_001330,140,8,4721.33,3,5,5,Loyal Customers
usr_019089,492,1,1091.08,1,1,4,Hibernating
usr_025606,408,2,481.31,1,3,3,At Risk
usr_028557,426,2,103.64,1,3,1,At Risk
usr_023127,492,1,449.67,1,1,3,Hibernating
usr_001423,80,3,1022.94,4,4,4,Champions
usr_025671,18,3,710.81,5,4,3,Loyal Customers
usr_007381,3,5,1470.31,5,5,5,Champions
usr_005439,4,3,1422.38,5,4,4,Champions
usr_003737,50,4,2882.19,4,5,5,Champions
usr_031539,192,3,361.92,3,4,2,Promising/Active
usr_030972,25,3,1247.92,5,4,4,Champions
usr_032085,492,1,86.18,1,1,1,Hibernating
usr_022570,491,1,38.45,1,1,1,Hibernating
usr_003633,24,4,3206.25,5,5,5,Champions
usr_019020,460,2,501.56,1,3,3,At Risk
usr_017502,225,2,583.48,2,3,3,At Risk
usr_017177,9,4,3066.73,5,5,5,Champions
usr_010276,29,3,1464.3,4,4,5,Champions
usr_015236,147,2,162.33,3,3,2,Promising/Active
usr_025225,491,1,61.34,1,1,1,Hibernating
usr_006942,124,3,952.67,3,4,4,Loyal Customers
usr_014415,305,4,1870.8,2,5,5,At Risk
usr_017901,452,2,1513.77,1,3,5,At Risk
usr_005261,0,3,1913.83,5,4,5,Champions
usr_038183,491,1,40.83,1,1,1,Hibernating
usr_012180,491,1,728.82,1,1,3,Hibernating
usr_034642,491,1,370.12,1,1,3,Hibernating
usr_008193,491,1,133.59,1,1,2,Hibernating
usr_028514,134,2,1537.3,3,3,5,Loyal Customers
usr_002266,106,4,1821.7,3,5,5,Loyal Customers
usr_005674,491,1,113.66,1,1,1,Hibernating
usr_002084,38,6,2626.93,4,5,5,Champions
usr_024917,382,2,226.24,2,3,2,At Risk
usr_038659,171,2,295.38,3,3,2,Promising/Active
usr_035625,491,1,994.71,1,1,4,Hibernating
usr_007195,491,1,85.87,1,1,1,Hibernating
usr_004259,284,4,1129.25,2,5,4,At Risk
usr_034241,491,1,606.22,1,1,3,Hibernating
usr_008237,11,4,2665.76,5,5,5,Champions
usr_002031,4,6,2403.8,5,5,5,Champions
usr_024182,491,1,1091.08,1,1,4,Hibernating
usr_036354,91,2,1118.23,4,3,4,Loyal Customers
usr_006571,2,7,1653.0,5,5,5,Champions
usr_006292,181,2,1227.52,3,3,4,Loyal Customers
usr_032202,3,2,3768.23,5,3,5,Loyal Customers
usr_002592,11,4,1008.09,5,5,4,Champions
usr_000775,100,9,3925.69,3,5,5,Loyal Customers
usr_010053,201,2,1248.57,3,3,4,Loyal Customers
usr_029669,490,1,35.58,1,1,1,Hibernating
usr_022470,490,1,62.26,1,1,1,Hibernating
usr_004826,490,1,30.11,1,1,1,Hibernating
usr_027886,490,1,95.85,1,1,1,Hibernating
usr_006658,379,2,84.11,2,3,1,At Risk
usr_026722,490,1,126.8,1,1,2,Hibernating
usr_025849,490,1,1059.68,1,1,4,Hibernating
usr_013348,240,2,368.71,2,3,3,At Risk
usr_016055,7,3,1048.35,5,4,4,Champions
usr_024116,172,2,183.8,3,3,2,Promising/Active
usr_017802,347,2,1742.59,2,3,5,At Risk
usr_035597,490,1,138.16,1,1,2,Hibernating
usr_002546,3,5,4147.02,5,5,5,Champions
usr_037995,490,1,61.44,1,1,1,Hibernating
usr_017943,490,1,517.12,1,1,3,Hibernating
usr_014607,490,1,67.24,1,1,1,Hibernating
usr_009327,275,2,405.64,2,3,3,At Risk
usr_026239,490,1,473.09,1,1,3,Hibernating
usr_009349,490,1,1091.08,1,1,4,Hibernating
usr_005276,115,3,304.02,3,4,2,Promising/Active
usr_007540,164,4,743.58,3,5,3,Loyal Customers
usr_008820,204,2,1022.54,3,3,4,Loyal Customers
usr_001226,9,11,4997.54,5,5,5,Champions
usr_007964,41,5,1623.64,4,5,5,Champions
usr_035490,193,2,2367.76,3,3,5,Loyal Customers
usr_027634,490,1,50.73,1,1,1,Hibernating
usr_037711,489,1,79.35,1,1,1,Hibernating
usr_021328,489,1,244.16,1,1,2,Hibernating
usr_033994,489,1,806.78,1,1,3,Hibernating
usr_017855,478,2,663.77,1,3,3,At Risk
usr_001959,13,5,1214.86,5,5,4,Champions
usr_005663,30,3,2078.81,4,4,5,Champions
usr_008402,10,5,941.21,5,5,4,Champions
usr_017119,32,2,648.71,4,3,3,Loyal Customers
usr_003104,5,5,814.14,5,5,3,Loyal Customers
usr_012420,373,2,1258.12,2,3,4,At Risk
usr_012677,5,2,1314.75,5,3,4,Loyal Customers
usr_002038,29,5,1378.15,4,5,4,Champions
usr_033472,41,3,419.95,4,4,3,Loyal Customers
usr_006349,489,1,56.34,1,1,1,Hibernating
usr_007013,236,3,2110.06,2,4,5,At Risk
usr_019328,489,1,185.6,1,1,2,Hibernating
usr_023319,473,2,872.91,1,3,4,At Risk
usr_004165,14,5,1012.1,5,5,4,Champions
usr_034024,282,2,827.56,2,3,4,At Risk
usr_002675,332,4,1297.99,2,5,4,At Risk
usr_005548,377,2,103.55,2,3,1,At Risk
usr_038844,451,2,1699.66,1,3,5,At Risk
usr_000839,19,10,3739.88,5,5,5,Champions
usr_018870,489,1,94.43,1,1,1,Hibernating
usr_009437,213,3,1053.08,3,4,4,Loyal Customers
usr_039458,489,1,577.02,1,1,3,Hibernating
usr_034242,397,2,875.93,1,3,4,At Risk
usr_027071,489,1,617.88,1,1,3,Hibernating
usr_019570,489,1,591.36,1,1,3,Hibernating
usr_034776,489,1,109.4,1,1,1,Hibernating
usr_023151,489,1,366.74,1,1,3,Hibernating
usr_009431,489,1,500.28,1,1,3,Hibernating
usr_028753,192,2,960.91,3,3,4,Loyal Customers
usr_011090,274,2,1289.27,2,3,4,At Risk
usr_038322,404,2,1663.07,1,3,5,At Risk
usr_013920,204,2,118.51,3,3,1,Promising/Active
usr_001024,9,11,5004.64,5,5,5,Champions
usr_002682,166,3,1158.69,3,4,4,Loyal Customers
usr_023799,488,1,370.12,1,1,3,Hibernating
usr_018811,173,3,1688.35,3,4,5,Loyal Customers
usr_009163,119,2,693.12,3,3,3,Loyal Customers
usr_021787,488,1,183.96,1,1,2,Hibernating
usr_009333,93,5,1689.98,4,5,5,Champions
usr_030399,488,1,163.98,1,1,2,Hibernating
usr_005303,488,1,89.24,1,1,1,Hibernating
usr_025524,488,1,39.34,1,1,1,Hibernating
usr_004635,52,4,275.07,4,5,2,Promising/Active
usr_017051,488,1,22.19,1,1,1,Hibernating
usr_028390,488,1,501.53,1,1,3,Hibernating
usr_035744,488,1,97.36,1,1,1,Hibernating
usr_008297,8,3,1275.29,5,4,4,Champions
usr_015513,467,2,1898.15,1,3,5,At Risk
usr_032035,222,2,759.25,2,3,3,At Risk
usr_015649,488,1,1036.53,1,1,4,Hibernating
usr_018882,167,2,2737.91,3,3,5,Loyal Customers
usr_022501,488,1,2145.68,1,1,5,Hibernating
usr_010589,19,4,2500.76,5,5,5,Champions
usr_022398,488,1,1036.53,1,1,4,Hibernating
usr_006899,488,1,295.54,1,1,2,Hibernating
usr_020596,488,1,36.47,1,1,1,Hibernating
usr_032641,488,1,185.6,1,1,2,Hibernating
usr_013154,488,1,102.83,1,1,1,Hibernating
usr_002436,23,3,718.5,5,4,3,Loyal Customers
usr_002535,15,5,1694.87,5,5,5,Champions
usr_030503,4,3,2800.49,5,4,5,Champions
usr_026734,488,1,49.79,1,1,1,Hibernating
usr_013487,9,4,428.07,5,5,3,Loyal Customers
usr_006117,42,2,825.79,4,3,4,Loyal Customers
usr_033652,488,1,594.41,1,1,3,Hibernating
usr_037851,49,4,2362.57,4,5,5,Champions
usr_009790,430,2,766.14,1,3,3,At Risk
usr_015994,6,2,359.03,5,3,2,Promising/Active
usr_021031,298,2,193.5,2,3,2,At Risk
usr_034943,78,4,1276.62,4,5,4,Champions
usr_015719,117,2,444.73,3,3,3,Loyal Customers
usr_006487,97,4,1141.33,4,5,4,Champions
usr_035552,372,3,844.15,2,4,4,At Risk
usr_022986,190,4,1197.0,3,5,4,Loyal Customers
usr_008950,383,2,566.61,2,3,3,At Risk
usr_003982,365,4,1453.21,2,5,4,At Risk
usr_007355,488,1,30.64,1,1,1,Hibernating
usr_006821,488,1,343.84,1,1,2,Hibernating
usr_003530,2,6,2294.96,5,5,5,Champions
usr_000547,35,15,7529.63,4,5,5,Champions
usr_004296,388,3,1803.37,1,4,5,At Risk
usr_007849,366,2,245.56,2,3,2,At Risk
usr_020472,487,1,15.43,1,1,1,Hibernating
usr_001041,14,9,3147.41,5,5,5,Champions
usr_023684,46,3,1419.58,4,4,4,Champions
usr_003115,275,4,2251.87,2,5,5,At Risk
usr_026345,357,3,1159.84,2,4,4,At Risk
usr_003162,487,1,40.56,1,1,1,Hibernating
usr_005128,124,4,1642.5,3,5,5,Loyal Customers
usr_001306,31,3,800.22,4,4,3,Loyal Customers
usr_039758,487,1,291.67,1,1,2,Hibernating
usr_005429,487,1,635.29,1,1,3,Hibernating
usr_006689,122,2,538.35,3,3,3,Loyal Customers
usr_039103,487,1,101.58,1,1,1,Hibernating
usr_013898,477,2,68.14,1,3,1,At Risk
usr_010381,5,4,1043.86,5,5,4,Champions
usr_011876,168,4,1949.59,3,5,5,Loyal Customers
usr_004417,10,2,422.79,5,3,3,Loyal Customers
usr_015074,487,1,26.95,1,1,1,Hibernating
usr_022372,487,1,347.44,1,1,2,Hibernating
usr_011864,18,3,687.3,5,4,3,Loyal Customers
usr_006453,245,6,1519.34,2,5,5,At Risk
usr_007574,17,2,1892.57,5,3,5,Loyal Customers
usr_003996,18,4,467.63,5,5,3,Loyal Customers
usr_005418,40,6,1411.09,4,5,4,Champions
usr_006769,90,6,3142.02,4,5,5,Champions
usr_002045,82,3,967.96,4,4,4,Champions
usr_019834,25,3,1081.81,5,4,4,Champions
usr_009277,188,8,3029.64,3,5,5,Loyal Customers
usr_009533,93,4,488.56,4,5,3,Loyal Customers
usr_003691,141,3,351.56,3,4,2,Promising/Active
usr_016740,33,5,540.98,4,5,3,Loyal Customers
usr_012026,159,2,135.31,3,3,2,Promising/Active
usr_010880,185,3,1460.26,3,4,5,Loyal Customers
usr_035571,487,1,525.2,1,1,3,Hibernating
usr_036685,23,4,548.56,5,5,3,Loyal Customers
usr_016932,50,2,265.14,4,3,2,Promising/Active
usr_006198,487,1,55.92,1,1,1,Hibernating
usr_035667,487,1,371.2,1,1,3,Hibernating
usr_009690,487,1,513.19,1,1,3,Hibernating
usr_031149,487,1,392.61,1,1,3,Hibernating
usr_015075,487,1,928.17,1,1,4,Hibernating
usr_037989,72,2,262.16,4,3,2,Promising/Active
usr_026307,36,3,1445.28,4,4,4,Champions
usr_001459,173,7,1100.33,3,5,4,Loyal Customers
usr_034640,487,1,199.46,1,1,2,Hibernating
usr_039535,487,1,75.87,1,1,1,Hibernating
usr_032176,487,1,108.99,1,1,1,Hibernating
usr_001266,25,6,2680.79,5,5,5,Champions
usr_030515,98,2,95.92,3,3,1,Promising/Active
usr_031125,259,2,2070.68,2,3,5,At Risk
usr_035132,108,3,381.34,3,4,3,Loyal Customers
usr_005281,359,3,2162.53,2,4,5,At Risk
usr_006058,355,2,2251.39,2,3,5,At Risk
usr_002345,89,6,101849.26,4,5,5,Champions
usr_017001,205,2,1036.21,3,3,4,Loyal Customers
usr_032488,486,1,107.1,1,1,1,Hibernating
usr_038850,486,1,56.58,1,1,1,Hibernating
usr_022101,486,1,908.67,1,1,4,Hibernating
usr_019954,486,1,113.57,1,1,1,Hibernating
usr_003811,486,1,26.04,1,1,1,Hibernating
usr_004879,57,5,404.81,4,5,3,Loyal Customers
usr_002110,49,7,1300.22,4,5,4,Champions
usr_000697,18,13,6081.04,5,5,5,Champions
usr_005020,185,3,1478.6,3,4,5,Loyal Customers
usr_003804,380,4,1366.16,2,5,4,At Risk
usr_025194,486,1,167.04,1,1,2,Hibernating
usr_008940,10,3,790.2,5,4,3,Loyal Customers
usr_018259,11,2,1163.92,5,3,4,Loyal Customers
usr_016603,486,1,51.65,1,1,1,Hibernating
usr_028881,486,1,1091.08,1,1,4,Hibernating
usr_006256,31,3,1290.43,4,4,4,Champions
usr_008808,31,5,100377.54,4,5,5,Champions
usr_018886,255,3,544.76,2,4,3,At Risk
usr_015792,223,4,2656.61,2,5,5,At Risk
usr_023339,486,1,591.36,1,1,3,Hibernating
usr_015887,486,1,1923.76,1,1,5,Hibernating
usr_013141,486,1,135.96,1,1,2,Hibernating
usr_009459,486,1,73.84,1,1,1,Hibernating
usr_004967,158,3,1218.79,3,4,4,Loyal Customers
usr_016349,486,1,43.67,1,1,1,Hibernating
usr_023066,340,3,1508.69,2,4,5,At Risk
usr_007663,474,2,260.14,1,3,2,At Risk
usr_026630,486,1,729.81,1,1,3,Hibernating
usr_003926,236,5,731.8,2,5,3,At Risk
usr_003428,38,4,2403.24,4,5,5,Champions
usr_002617,27,4,303.3,5,5,2,Promising/Active
usr_005142,19,4,1634.33,5,5,5,Champions
usr_001474,8,6,1921.52,5,5,5,Champions
usr_026094,389,2,986.83,1,3,4,At Risk
usr_015096,486,1,225.25,1,1,2,Hibernating
usr_002010,21,5,570.12,5,5,3,Loyal Customers
usr_003174,20,7,1477.18,5,5,5,Champions
usr_018397,486,1,320.24,1,1,2,Hibernating
usr_003263,227,3,967.16,2,4,4,At Risk
usr_019583,75,3,1693.27,4,4,5,Champions
usr_011869,202,3,851.88,3,4,4,Loyal Customers
usr_015790,111,2,1289.69,3,3,4,Loyal Customers
usr_000878,157,6,2344.04,3,5,5,Loyal Customers
usr_003862,226,4,1359.15,2,5,4,At Risk
usr_008199,319,2,314.42,2,3,2,At Risk
usr_024015,485,1,981.97,1,1,4,Hibernating
usr_017435,16,4,2470.1,5,5,5,Champions
usr_005181,351,2,348.3,2,3,2,At Risk
usr_021126,229,3,681.79,2,4,3,At Risk
usr_015823,485,1,122.26,1,1,1,Hibernating
usr_012976,73,2,315.7,4,3,2,Promising/Active
usr_004146,118,3,478.84,3,4,3,Loyal Customers
usr_027192,485,1,722.35,1,1,3,Hibernating
usr_026582,34,3,1270.4,4,4,4,Champions
usr_037383,485,1,40.42,1,1,1,Hibernating
usr_024068,485,1,704.79,1,1,3,Hibernating
usr_031227,485,1,35.17,1,1,1,Hibernating
usr_000935,31,8,2001.32,4,5,5,Champions
usr_003826,61,2,200.25,4,3,2,Promising/Active
usr_001993,13,6,1140.25,5,5,4,Champions
usr_025121,485,1,465.17,1,1,3,Hibernating
usr_016826,485,1,76.95,1,1,1,Hibernating
usr_011936,82,4,3510.17,4,5,5,Champions
usr_012525,27,4,1249.69,5,5,4,Champions
usr_003297,181,6,1802.59,3,5,5,Loyal Customers
usr_010330,201,3,1210.21,3,4,4,Loyal Customers
usr_004688,11,2,328.4,5,3,2,Promising/Active
usr_027129,485,1,116.7,1,1,1,Hibernating
usr_005665,31,4,1603.03,4,5,5,Champions
usr_028383,430,2,879.35,1,3,4,At Risk
usr_018341,451,2,416.55,1,3,3,At Risk
usr_036150,485,1,185.6,1,1,2,Hibernating
usr_020434,485,1,606.64,1,1,3,Hibernating
usr_019088,225,4,3200.72,2,5,5,At Risk
usr_023054,11,2,141.2,5,3,2,Promising/Active
usr_032955,484,1,25.35,1,1,1,Hibernating
usr_001732,113,8,766.61,3,5,3,Loyal Customers
usr_004295,98,4,1509.66,3,5,5,Loyal Customers
usr_025094,484,1,48.68,1,1,1,Hibernating
usr_023030,81,2,729.42,4,3,3,Loyal Customers
usr_017572,382,2,265.93,2,3,2,At Risk
usr_013873,310,2,923.65,2,3,4,At Risk
usr_005616,437,2,422.12,1,3,3,At Risk
usr_005440,163,2,421.85,3,3,3,Loyal Customers
usr_017500,484,1,66.97,1,1,1,Hibernating
usr_002621,69,6,1123.65,4,5,4,Champions
usr_005377,2,3,1137.12,5,4,4,Champions
usr_005406,386,2,140.69,2,3,2,At Risk
usr_010946,271,2,1601.47,2,3,5,At Risk
usr_026084,484,1,196.47,1,1,2,Hibernating
usr_020880,484,1,114.98,1,1,1,Hibernating
usr_006405,35,2,2186.78,4,3,5,Loyal Customers
usr_038475,7,2,1184.25,5,3,4,Loyal Customers
usr_012114,0,3,992.9,5,4,4,Champions
usr_011399,484,1,11.47,1,1,1,Hibernating
usr_005727,30,3,1321.12,4,4,4,Champions
usr_001285,57,4,2171.76,4,5,5,Champions
usr_016117,484,1,64.86,1,1,1,Hibernating
usr_035609,484,1,494.3,1,1,3,Hibernating
usr_010441,138,3,268.09,3,4,2,Promising/Active
usr_030292,484,1,58.37,1,1,1,Hibernating
usr_034929,196,2,598.0,3,3,3,Loyal Customers
usr_010314,150,2,1290.11,3,3,4,Loyal Customers
usr_011206,278,2,666.6,2,3,3,At Risk
usr_001245,61,6,3044.65,4,5,5,Champions
usr_039192,484,1,316.94,1,1,2,Hibernating
usr_010012,483,1,100.15,1,1,1,Hibernating
usr_032101,31,3,2198.49,4,4,5,Champions
usr_035894,483,1,980.56,1,1,4,Hibernating
usr_014664,483,1,304.61,1,1,2,Hibernating
usr_009051,52,2,396.37,4,3,3,Loyal Customers
usr_027367,483,1,971.97,1,1,4,Hibernating
usr_002742,99,5,3713.21,3,5,5,Loyal Customers
usr_020288,54,3,232.91,4,4,2,Promising/Active
usr_004054,143,4,997.61,3,5,4,Loyal Customers
usr_034748,0,2,2272.6,5,3,5,Loyal Customers
usr_004144,271,4,2582.44,2,5,5,At Risk
usr_026237,483,1,873.55,1,1,4,Hibernating
usr_035408,483,1,1319.0,1,1,4,Hibernating
usr_014847,35,2,883.02,4,3,4,Loyal Customers
usr_025801,131,2,913.59,3,3,4,Loyal Customers
usr_027312,436,2,839.55,1,3,4,At Risk
usr_021729,151,2,63.46,3,3,1,Promising/Active
usr_020643,483,1,473.62,1,1,3,Hibernating
usr_010997,75,2,1661.52,4,3,5,Loyal Customers
usr_017921,483,1,31.51,1,1,1,Hibernating
usr_037141,483,1,536.74,1,1,3,Hibernating
usr_018952,483,1,121.93,1,1,1,Hibernating
usr_009331,325,3,481.18,2,4,3,At Risk
usr_006015,13,6,1765.95,5,5,5,Champions
usr_006972,483,1,109.17,1,1,1,Hibernating
usr_002726,2,8,6494.63,5,5,5,Champions
usr_023723,118,3,1222.87,3,4,4,Loyal Customers
usr_003321,337,5,1635.15,2,5,5,At Risk
usr_036061,483,1,320.24,1,1,2,Hibernating
usr_023982,102,2,255.29,3,3,2,Promising/Active
usr_028052,397,2,656.22,1,3,3,At Risk
usr_009887,39,5,1144.37,4,5,4,Champions
usr_018177,483,1,457.07,1,1,3,Hibernating
usr_000668,11,12,3787.0,5,5,5,Champions
usr_006788,284,2,633.65,2,3,3,At Risk
usr_012860,483,1,58.3,1,1,1,Hibernating
usr_018780,483,1,354.55,1,1,2,Hibernating
usr_038323,381,2,554.55,2,3,3,At Risk
usr_033205,330,2,414.13,2,3,3,At Risk
usr_028014,482,1,750.29,1,1,3,Hibernating
usr_005837,0,4,1845.11,5,5,5,Champions
usr_013885,262,2,330.7,2,3,2,At Risk
usr_020274,394,2,90.02,1,3,1,At Risk
usr_015258,482,1,173.61,1,1,2,Hibernating
usr_034936,482,1,46.35,1,1,1,Hibernating
usr_035469,482,1,1660.61,1,1,5,Hibernating
usr_030454,18,3,898.37,5,4,4,Champions
usr_013758,482,1,591.36,1,1,3,Hibernating
usr_006907,32,3,1945.61,4,4,5,Champions
usr_013634,3,2,245.27,5,3,2,Promising/Active
usr_029592,3,3,1951.35,5,4,5,Champions
usr_000795,8,8,1125.71,5,5,4,Champions
usr_012695,26,2,740.54,5,3,3,Loyal Customers
usr_031949,482,1,277.8,1,1,2,Hibernating
usr_019993,482,1,949.96,1,1,4,Hibernating
usr_014110,457,2,714.59,1,3,3,At Risk
usr_007165,37,4,1810.35,4,5,5,Champions
usr_033713,173,3,1464.98,3,4,5,Loyal Customers
usr_017078,243,2,436.62,2,3,3,At Risk
usr_012428,70,3,1983.74,4,4,5,Champions
usr_004787,6,4,2240.13,5,5,5,Champions
usr_007717,34,3,946.84,4,4,4,Champions
usr_006348,5,5,2414.05,5,5,5,Champions
usr_024663,23,3,1036.96,5,4,4,Champions
usr_001937,16,3,178.56,5,4,2,Promising/Active
usr_004051,324,3,1382.97,2,4,4,At Risk
usr_009146,28,4,621.13,5,5,3,Loyal Customers
usr_013080,146,3,1248.4,3,4,4,Loyal Customers
usr_001784,35,4,648.81,4,5,3,Loyal Customers
usr_006611,52,3,4604.57,4,4,5,Champions
usr_013202,400,2,637.29,1,3,3,At Risk
usr_035481,86,3,251.87,4,4,2,Promising/Active
usr_005892,482,1,149.18,1,1,2,Hibernating
usr_001468,83,8,2101.82,4,5,5,Champions
usr_005442,395,2,658.09,1,3,3,At Risk
usr_016347,236,2,815.41,2,3,3,At Risk
usr_006432,14,2,98.52,5,3,1,Promising/Active
usr_037569,255,2,776.96,2,3,3,At Risk
usr_006593,4,5,4979.12,5,5,5,Champions
usr_021054,481,1,816.93,1,1,3,Hibernating
usr_024327,481,1,24.25,1,1,1,Hibernating
usr_015788,180,2,682.74,3,3,3,Loyal Customers
usr_018966,173,4,986.11,3,5,4,Loyal Customers
usr_001824,69,8,4695.9,4,5,5,Champions
usr_008470,44,3,691.4,4,4,3,Loyal Customers
usr_020695,12,2,908.4,5,3,4,Loyal Customers
usr_002590,14,3,2628.8,5,4,5,Champions
usr_025715,167,2,544.9,3,3,3,Loyal Customers
usr_011000,236,2,288.42,2,3,2,At Risk
usr_020090,151,3,499.88,3,4,3,Loyal Customers
usr_011988,320,2,198.61,2,3,2,At Risk
usr_035110,48,3,418.04,4,4,3,Loyal Customers
usr_003324,190,4,1454.18,3,5,4,Loyal Customers
usr_009302,481,1,370.12,1,1,3,Hibernating
usr_024383,481,1,591.36,1,1,3,Hibernating
usr_025621,283,2,274.14,2,3,2,At Risk
usr_010246,37,3,298.96,4,4,2,Promising/Active
usr_031175,481,1,146.89,1,1,2,Hibernating
usr_001055,44,5,1440.22,4,5,4,Champions
usr_012461,481,1,389.6,1,1,3,Hibernating
usr_005375,116,4,2547.29,3,5,5,Loyal Customers
usr_021845,281,2,162.44,2,3,2,At Risk
usr_022224,176,2,914.5,3,3,4,Loyal Customers
usr_035127,481,1,185.6,1,1,2,Hibernating
usr_006123,214,3,799.83,3,4,3,Loyal Customers
usr_003426,156,4,440.31,3,5,3,Loyal Customers
usr_012396,211,3,935.22,3,4,4,Loyal Customers
usr_036683,174,2,1152.61,3,3,4,Loyal Customers
usr_007453,481,1,88.17,1,1,1,Hibernating
usr_010927,121,3,662.12,3,4,3,Loyal Customers
usr_028474,481,1,1091.08,1,1,4,Hibernating
usr_020984,481,1,642.73,1,1,3,Hibernating
usr_007516,481,1,225.94,1,1,2,Hibernating
usr_017446,476,2,566.25,1,3,3,At Risk
usr_030124,481,1,1091.08,1,1,4,Hibernating
usr_022476,481,1,2352.15,1,1,5,Hibernating
usr_024359,352,2,835.38,2,3,4,At Risk
usr_008837,409,2,1310.5,1,3,4,At Risk
usr_012877,88,2,379.82,4,3,3,Loyal Customers
usr_038658,481,1,1091.08,1,1,4,Hibernating
usr_008467,61,5,2800.66,4,5,5,Champions
usr_009879,89,6,3076.16,4,5,5,Champions
usr_004048,31,6,1393.02,4,5,4,Champions
usr_013766,481,1,39.58,1,1,1,Hibernating
usr_025390,481,1,176.5,1,1,2,Hibernating
usr_027573,40,3,220.3,4,4,2,Promising/Active
usr_008721,113,2,693.39,3,3,3,Loyal Customers
usr_020735,480,1,300.03,1,1,2,Hibernating
usr_007731,66,3,1760.56,4,4,5,Champions
usr_025533,480,1,176.32,1,1,2,Hibernating
usr_033937,26,2,208.07,5,3,2,Promising/Active
usr_022544,171,2,514.76,3,3,3,Loyal Customers
usr_023280,480,1,114.01,1,1,1,Hibernating
usr_033395,227,2,82.95,2,3,1,At Risk
usr_008369,46,3,1368.43,4,4,4,Champions
usr_013616,480,1,35.4,1,1,1,Hibernating
usr_003221,38,3,273.92,4,4,2,Promising/Active
usr_013017,33,3,364.22,4,4,3,Loyal Customers
usr_017235,480,1,30.64,1,1,1,Hibernating
usr_008090,102,3,742.22,3,4,3,Loyal Customers
usr_013688,480,1,178.1,1,1,2,Hibernating
usr_015524,422,2,1229.73,1,3,4,At Risk
usr_010433,97,3,717.13,4,4,3,Loyal Customers
usr_000886,50,11,3305.13,4,5,5,Champions
usr_008628,135,3,799.51,3,4,3,Loyal Customers
usr_034393,480,1,797.47,1,1,3,Hibernating
usr_001099,67,5,883.17,4,5,4,Champions
